"X" "untreated1" "untreated2" "untreated3" "untreated4" "treated1" "treated2" "treated3"
"10842" "FBgn0042138" 1326 1588 724 885 1410 770 814
"10843" "FBgn0042146" 0 0 0 0 0 0 0
"10844" "FBgn0042173" 0 0 1 0 0 0 1
"10845" "FBgn0042174" 4569 5777 1847 2289 6649 2473 2460
"10846" "FBgn0042175" 92 119 123 130 135 149 187
"10847" "FBgn0042177" 427 611 339 369 563 451 511
"10848" "FBgn0042178" 81 117 99 106 102 74 139
"10849" "FBgn0042179" 0 5 2 1 5 3 2
"10850" "FBgn0042180" 374 450 171 230 401 203 235
"10851" "FBgn0042182" 0 0 0 0 0 0 0
"10852" "FBgn0042185" 443 547 199 210 531 184 195
"10853" "FBgn0042186" 1 0 0 0 0 0 0
"10854" "FBgn0042187" 0 0 0 0 0 0 0
"10855" "FBgn0042189" 1 0 0 0 0 0 0
"10856" "FBgn0042198" 0 0 0 0 0 1 0
"10857" "FBgn0042199" 0 0 0 0 0 0 0
"10858" "FBgn0042201" 0 0 0 0 0 0 0
"10859" "FBgn0042205" 59 107 32 30 122 23 48
"10860" "FBgn0042206" 48 88 19 22 96 19 26
"10861" "FBgn0042207" 14 21 7 10 19 14 13
"10862" "FBgn0042213" 388 805 196 266 799 275 306
"10863" "FBgn0042627" 95 170 71 76 104 71 60
"10864" "FBgn0042630" 2 8 1 1 1 4 1
"10865" "FBgn0042641" 0 0 0 0 0 0 0
"10866" "FBgn0042650" 1 15 6 7 18 5 5
"10867" "FBgn0042693" 1691 2614 921 987 2504 1059 1167
"10868" "FBgn0042696" 43 50 13 16 43 13 9
"10869" "FBgn0042701" 173 224 119 121 150 120 147
"10870" "FBgn0042710" 4 1 0 1 1 4 1
"10871" "FBgn0042711" 3 3 1 3 1 0 2
"10872" "FBgn0042712" 1047 1666 664 727 1486 943 1032
"10873" "FBgn0043001" 165 267 93 113 264 122 131
"10874" "FBgn0043002" 0 0 0 0 0 0 0
"10875" "FBgn0043005" 1 5 0 1 0 2 0
"10876" "FBgn0043010" 423 670 223 294 613 277 323
"10877" "FBgn0043012" 241 272 92 143 259 116 155
"10878" "FBgn0043021" 0 0 0 0 0 0 0
"10879" "FBgn0043022" 0 0 0 0 0 1 0
"10880" "FBgn0043025" 63 81 28 26 80 39 22
"10881" "FBgn0043043" 5 9 1 4 3 2 3
"10882" "FBgn0043069" 1 0 0 0 0 1 1
"10883" "FBgn0043070" 1061 1733 701 779 1686 934 1101
"10884" "FBgn0043362" 1532 2472 1038 1078 1772 925 935
"10885" "FBgn0043364" 1463 4080 891 1042 1444 423 506
"10886" "FBgn0043455" 224 532 149 169 326 139 172
"10887" "FBgn0043456" 3645 5443 2104 2485 4061 2320 2607
"10888" "FBgn0043457" 142 342 120 128 255 132 165
"10889" "FBgn0043458" 2068 2559 1276 1396 2583 1495 1539
"10890" "FBgn0043470" 0 0 0 0 0 0 0
"10891" "FBgn0043471" 0 0 0 0 0 0 0
"10892" "FBgn0043530" 0 0 0 0 0 0 0
"10893" "FBgn0043532" 0 0 0 0 0 0 0
"10894" "FBgn0043533" 0 0 0 0 0 0 0
"10895" "FBgn0043534" 0 0 0 0 0 0 0
"10896" "FBgn0043535" 0 0 0 0 0 0 0
"10897" "FBgn0043536" 0 0 0 0 0 0 0
"10898" "FBgn0043539" 1 1 0 0 2 0 0
"10899" "FBgn0043550" 2 2 1 1 15 7 6
"10900" "FBgn0043575" 38 12 10 10 44 18 32
"10901" "FBgn0043576" 0 0 0 0 0 0 0
"10902" "FBgn0043577" 0 1 0 0 1 0 0
"10903" "FBgn0043578" 5 4 1 4 1 3 2
"10904" "FBgn0043783" 22 36 9 21 34 17 22
"10905" "FBgn0043791" 13 26 11 5 15 11 11
"10906" "FBgn0043792" 4 1 5 1 8 4 6
"10907" "FBgn0043796" 404 630 251 288 528 321 347
"10908" "FBgn0043799" 66 121 42 54 106 52 51
"10909" "FBgn0043806" 1670 2268 837 1040 2350 1225 1481
"10910" "FBgn0043825" 0 1 0 0 0 0 0
"10911" "FBgn0043841" 16230 33262 11247 14609 18242 8303 9498
"10912" "FBgn0043853" 7 24 10 1 32 11 8
"10913" "FBgn0043854" 118 394 123 147 205 113 133
"10914" "FBgn0043865" 1 2 0 0 5 4 1
"10915" "FBgn0043884" 12248 22178 9147 7742 17164 9154 8769
"10916" "FBgn0043900" 1117 2178 853 809 1774 857 798
"10917" "FBgn0043903" 1926 2581 1205 1308 2623 1790 1716
"10918" "FBgn0043904" 18 47 23 19 56 36 27
"10919" "FBgn0044011" 0 0 0 0 1 0 0
"10920" "FBgn0044020" 139 220 63 130 337 144 137
"10921" "FBgn0044028" 948 1698 679 597 1488 698 710
"10922" "FBgn0044030" 184 162 73 144 221 139 145
"10923" "FBgn0044046" 1 0 0 0 0 0 0
"10924" "FBgn0044047" 428 667 200 235 348 118 151
"10925" "FBgn0044048" 1 0 0 0 0 0 0
"10926" "FBgn0044049" 0 0 1 1 0 0 0
"10927" "FBgn0044050" 1 0 0 0 0 0 0
"10928" "FBgn0044051" 0 0 0 0 0 0 1
"10929" "FBgn0044323" 3663 6225 2873 3033 4579 2793 3199
"10930" "FBgn0044324" 1775 3312 1012 1094 2453 1137 1103
"10931" "FBgn0044328" 0 0 0 0 0 0 0
"10932" "FBgn0044419" 0 0 0 0 0 0 0
"10933" "FBgn0044452" 2700 4200 1698 1848 3526 1593 1754
"10934" "FBgn0044508" 5 4 0 0 7 2 1
"10935" "FBgn0044510" 296 456 129 111 569 114 116
"10936" "FBgn0044511" 242 339 84 152 466 135 153
"10937" "FBgn0044809" 0 0 0 0 0 0 0
"10938" "FBgn0044810" 0 0 0 0 0 0 0
"10939" "FBgn0044811" 0 0 0 0 0 0 0
"10940" "FBgn0044812" 0 1 0 0 1 0 0
"10941" "FBgn0044817" 0 0 0 0 0 0 0
"10942" "FBgn0044823" 191 308 112 98 353 145 119
"10943" "FBgn0044826" 2650 4642 1647 1727 4041 1824 1949
"10944" "FBgn0044871" 377 501 220 278 505 238 331
"10945" "FBgn0044872" 32 65 14 28 57 24 30
"10946" "FBgn0045035" 2468 4295 1463 1406 4065 1390 1367
"10947" "FBgn0045038" 2 8 0 2 2 3 0
"10948" "FBgn0045063" 3171 4792 1734 1830 4107 2070 2077
"10949" "FBgn0045064" 1008 1341 475 609 1211 550 568
"10950" "FBgn0045073" 2176 3361 1111 1347 2973 1258 1343
"10951" "FBgn0045202" 0 3 0 0 1 1 0
"10952" "FBgn0045442" 0 0 0 0 0 0 0
"10953" "FBgn0045443" 0 2 0 1 7 0 0
"10954" "FBgn0045468" 39 60 24 22 89 18 18
"10955" "FBgn0045469" 52 41 29 14 66 30 19
"10956" "FBgn0045470" 26 48 19 18 64 16 26
"10957" "FBgn0045471" 0 0 0 0 0 0 0
"10958" "FBgn0045473" 1 0 0 0 1 1 0
"10959" "FBgn0045474" 6 17 7 5 26 5 9
"10960" "FBgn0045476" 0 0 0 0 0 0 0
"10961" "FBgn0045477" 0 1 0 0 0 0 0
"10962" "FBgn0045478" 0 0 1 0 0 1 0
"10963" "FBgn0045479" 1 0 1 0 2 0 0
"10964" "FBgn0045482" 0 0 0 0 0 0 0
"10965" "FBgn0045483" 0 0 0 0 0 0 0
"10966" "FBgn0045485" 0 0 0 0 0 0 0
"10967" "FBgn0045486" 0 0 0 0 0 0 0
"10968" "FBgn0045487" 0 0 0 0 0 0 0
"10969" "FBgn0045495" 16 54 15 22 32 20 28
"10970" "FBgn0045497" 0 0 0 0 0 0 0
"10971" "FBgn0045498" 0 1 0 0 0 0 0
"10972" "FBgn0045499" 0 0 0 0 0 0 0
"10973" "FBgn0045500" 0 0 0 0 0 0 0
"10974" "FBgn0045501" 0 0 0 0 0 0 0
"10975" "FBgn0045502" 0 3 0 1 2 0 2
"10976" "FBgn0045759" 0 1 0 1 1 1 1
"10977" "FBgn0045761" 717 1607 534 535 1497 564 595
"10978" "FBgn0045770" 7 29 13 5 26 11 16
"10979" "FBgn0045800" 136 110 54 59 288 47 69
"10980" "FBgn0045823" 16477 19660 6859 7345 18231 9011 10167
"10981" "FBgn0045827" 0 0 0 0 0 0 0
"10982" "FBgn0045842" 2430 3410 1276 1455 2699 1352 1494
"10983" "FBgn0045843" 0 1 0 0 0 0 0
"10984" "FBgn0045852" 2222 4675 1735 1823 2188 1277 1276
"10985" "FBgn0045862" 1000 1944 843 854 1398 919 994
"10986" "FBgn0045866" 1632 2055 802 1157 2509 1275 1435
"10987" "FBgn0045980" 4 11 8 8 22 6 11
"10988" "FBgn0046113" 2 0 0 1 1 1 1
"10989" "FBgn0046114" 504 669 266 347 591 337 405
"10990" "FBgn0046212" 0 0 0 0 0 0 0
"10991" "FBgn0046214" 3147 4576 2197 2401 4864 3131 3277
"10992" "FBgn0046222" 868 1402 517 653 1198 625 662
"10993" "FBgn0046225" 156 322 118 150 347 186 203
"10994" "FBgn0046247" 530 912 308 371 783 330 364
"10995" "FBgn0046253" 5 4 0 3 4 0 1
"10996" "FBgn0046258" 3 5 3 5 29 13 14
"10997" "FBgn0046272" 15 21 0 1 32 0 0
"10998" "FBgn0046294" 0 1 0 0 0 0 0
"10999" "FBgn0046296" 220 337 130 178 354 175 227
"11000" "FBgn0046297" 0 0 0 0 0 0 0
"11001" "FBgn0046301" 254 354 154 183 357 164 185
"11002" "FBgn0046302" 7 3 2 0 7 4 1
"11003" "FBgn0046322" 327 463 117 149 284 116 123
"11004" "FBgn0046323" 0 0 0 0 0 0 0
"11005" "FBgn0046332" 0 1 0 3 1 0 1
"11006" "FBgn0046685" 1331 1869 832 972 1889 1145 1159
"11007" "FBgn0046687" 2865 2625 1275 1548 1916 1115 1267
"11008" "FBgn0046689" 2 2 0 2 4 5 3
"11009" "FBgn0046692" 321 440 95 114 665 84 90
"11010" "FBgn0046696" 41 90 31 34 72 33 34
"11011" "FBgn0046697" 0 0 0 0 0 0 0
"11012" "FBgn0046698" 0 0 0 0 0 0 1
"11013" "FBgn0046704" 2261 3664 1803 1660 2926 1711 1826
"11014" "FBgn0046756" 3 5 2 5 4 1 1
"11015" "FBgn0046763" 3235 5492 1338 1584 3356 1259 1368
"11016" "FBgn0046776" 637 1116 238 338 1063 360 381
"11017" "FBgn0046793" 0 0 0 0 0 0 0
"11018" "FBgn0046814" 1 4 3 0 1 2 1
"11019" "FBgn0046815" 0 9 1 0 3 0 1
"11020" "FBgn0046816" 0 0 1 0 0 0 0
"11021" "FBgn0046817" 0 0 0 0 0 0 0
"11022" "FBgn0046818" 0 0 0 0 0 0 0
"11023" "FBgn0046819" 0 0 0 0 0 0 0
"11024" "FBgn0046820" 0 0 0 0 0 0 0
"11025" "FBgn0046821" 0 0 0 0 0 0 0
"11026" "FBgn0046822" 0 0 0 0 0 0 0
"11027" "FBgn0046823" 1 0 0 0 0 0 0
"11028" "FBgn0046824" 0 0 0 0 0 0 0
"11029" "FBgn0046825" 1 16 3 0 6 4 2
"11030" "FBgn0046826" 1 0 1 0 1 0 0
"11031" "FBgn0046827" 0 0 0 1 0 2 0
"11032" "FBgn0046828" 0 0 0 0 0 0 0
"11033" "FBgn0046829" 0 0 0 0 0 0 0
"11034" "FBgn0046830" 0 0 0 1 0 0 1
"11035" "FBgn0046831" 0 0 0 0 0 0 1
"11036" "FBgn0046832" 0 0 0 1 0 0 0
"11037" "FBgn0046833" 0 0 0 0 0 0 0
"11038" "FBgn0046834" 0 0 0 0 0 0 0
"11039" "FBgn0046873" 0 0 0 0 0 0 0
"11040" "FBgn0046874" 0 0 0 0 0 0 0
"11041" "FBgn0046875" 1 0 0 0 0 0 0
"11042" "FBgn0046876" 0 1 0 0 0 0 0
"11043" "FBgn0046878" 0 0 0 1 1 0 0
"11044" "FBgn0046879" 0 0 0 0 0 0 0
"11045" "FBgn0046880" 0 0 0 0 0 0 0
"11046" "FBgn0046885" 0 0 0 0 0 0 0
"11047" "FBgn0046886" 0 0 0 0 0 0 0
"11048" "FBgn0046887" 0 0 0 1 0 0 0
"11049" "FBgn0046888" 0 0 0 0 0 0 0
"11050" "FBgn0046999" 0 4 1 1 0 1 1
"11051" "FBgn0047000" 0 0 0 1 1 0 0
"11052" "FBgn0047038" 806 1615 494 719 1185 613 735
"11053" "FBgn0047092" 0 3 1 0 0 0 0
"11054" "FBgn0047095" 12 13 7 4 9 4 2
"11055" "FBgn0047114" 134 361 74 86 320 78 72
"11056" "FBgn0047133" 1 6 5 1 3 1 2
"11057" "FBgn0047135" 2238 3122 756 1228 3822 1196 1262
"11058" "FBgn0047178" 183 259 100 141 319 113 137
"11059" "FBgn0047199" 0 1 0 0 0 0 0
"11060" "FBgn0047205" 783 1649 482 378 1352 334 308
"11061" "FBgn0047303" 1 2 1 0 0 0 1
"11062" "FBgn0047330" 0 2 0 0 1 0 0
"11063" "FBgn0047334" 0 2 0 0 1 0 0
"11064" "FBgn0047338" 1 3 2 0 1 0 0
"11065" "FBgn0047351" 0 0 1 0 0 0 0
"11066" "FBgn0050000" 731 1021 363 468 1290 486 540
"11067" "FBgn0050001" 110 136 45 63 206 63 63
"11068" "FBgn0050005" 254 330 132 163 366 140 177
"11069" "FBgn0050007" 813 1375 412 397 1333 388 339
"11070" "FBgn0050008" 11 20 9 8 12 7 7
"11071" "FBgn0050009" 5 2 2 2 4 2 0
"11072" "FBgn0050010" 29 39 21 16 56 16 19
"11073" "FBgn0050011" 5586 10741 3346 3256 7348 2962 3011
"11074" "FBgn0050015" 3527 6457 2403 2352 5368 2654 2838
"11075" "FBgn0050016" 7 2 0 0 4 0 1
"11076" "FBgn0050018" 0 0 0 0 0 0 0
"11077" "FBgn0050020" 1537 2349 892 992 2029 1050 1009
"11078" "FBgn0050021" 3 4 0 3 8 2 3
"11079" "FBgn0050022" 388 909 281 324 781 302 380
"11080" "FBgn0050025" 0 0 0 0 0 0 0
"11081" "FBgn0050026" 0 0 0 0 0 0 0
"11082" "FBgn0050029" 0 0 0 0 0 0 0
"11083" "FBgn0050031" 0 0 0 0 0 0 0
"11084" "FBgn0050033" 20 22 5 8 42 13 12
"11085" "FBgn0050034" 0 0 0 0 0 0 0
"11086" "FBgn0050035" 1426 1782 711 784 2351 1269 1358
"11087" "FBgn0050036" 1 0 1 0 0 1 0
"11088" "FBgn0050037" 0 1 0 0 0 0 1
"11089" "FBgn0050039" 0 1 1 1 0 0 0
"11090" "FBgn0050042" 0 0 0 0 0 1 0
"11091" "FBgn0050043" 11 6 2 4 8 12 8
"11092" "FBgn0050044" 59 78 35 32 52 23 27
"11093" "FBgn0050045" 0 0 1 0 0 0 0
"11094" "FBgn0050046" 1242 2106 806 908 1448 782 790
"11095" "FBgn0050047" 14 25 11 11 33 14 8
"11096" "FBgn0050048" 0 1 0 0 1 0 0
"11097" "FBgn0050049" 4 6 0 1 3 3 2
"11098" "FBgn0050050" 0 0 0 0 0 0 0
"11099" "FBgn0050051" 136 115 23 50 203 32 37
"11100" "FBgn0050052" 24 35 9 14 32 17 10
"11101" "FBgn0050053" 1 0 1 0 0 0 0
"11102" "FBgn0050054" 0 6 7 7 7 8 2
"11103" "FBgn0050055" 228 415 114 137 313 102 114
"11104" "FBgn0050056" 1 0 0 0 1 3 0
"11105" "FBgn0050058" 0 0 0 0 0 0 0
"11106" "FBgn0050060" 1 15 2 2 7 7 7
"11107" "FBgn0050062" 31 42 28 8 43 27 12
"11108" "FBgn0050065" 3 1 1 1 3 2 2
"11109" "FBgn0050066" 6 3 1 2 7 2 1
"11110" "FBgn0050067" 0 0 0 0 0 0 0
"11111" "FBgn0050069" 1992 3479 1546 1234 1784 800 850
"11112" "FBgn0050072" 0 0 0 0 0 0 0
"11113" "FBgn0050073" 0 0 0 0 0 0 0
"11114" "FBgn0050074" 0 2 0 0 0 0 0
"11115" "FBgn0050075" 0 0 0 0 0 0 0
"11116" "FBgn0050076" 1 2 2 1 1 5 1
"11117" "FBgn0050077" 148 265 74 116 217 118 130
"11118" "FBgn0050080" 0 0 0 0 0 0 0
"11119" "FBgn0050081" 62 61 30 21 68 15 14
"11120" "FBgn0050082" 1 7 3 1 5 1 0
"11121" "FBgn0050083" 0 2 0 1 1 0 0
"11122" "FBgn0050085" 3407 4666 1763 2105 3273 1690 1626
"11123" "FBgn0050087" 20 36 6 7 15 9 7
"11124" "FBgn0050088" 26 30 10 19 13 6 4
"11125" "FBgn0050089" 228 1115 495 442 869 461 519
"11126" "FBgn0050090" 576 687 276 350 656 309 330
"11127" "FBgn0050091" 2 2 0 0 2 0 1
"11128" "FBgn0050093" 2 0 0 1 1 0 4
"11129" "FBgn0050094" 109 181 46 61 140 53 59
"11130" "FBgn0050095" 8 19 6 3 20 8 3
"11131" "FBgn0050096" 54 73 22 21 88 23 30
"11132" "FBgn0050098" 0 0 0 0 0 0 0
"11133" "FBgn0050099" 2 9 1 0 5 4 2
"11134" "FBgn0050100" 0 0 0 0 0 0 0
"11135" "FBgn0050101" 0 0 0 1 0 0 0
"11136" "FBgn0050103" 0 0 0 0 1 0 0
"11137" "FBgn0050104" 14 39 10 20 19 5 8
"11138" "FBgn0050105" 104 221 36 62 196 38 56
"11139" "FBgn0050106" 0 0 0 0 0 0 0
"11140" "FBgn0050108" 0 0 0 0 0 0 0
"11141" "FBgn0050109" 189 350 81 142 311 111 133
"11142" "FBgn0050110" 0 0 0 0 1 0 0
"11143" "FBgn0050114" 0 0 0 0 0 0 0
"11144" "FBgn0050115" 824 1679 709 653 1578 869 901
"11145" "FBgn0050118" 884 1729 561 683 1434 670 672
"11146" "FBgn0050120" 0 0 0 0 0 0 0
"11147" "FBgn0050121" 0 0 0 0 0 0 0
"11148" "FBgn0050122" 7411 11367 4755 4828 9365 5026 5303
"11149" "FBgn0050125" 0 0 0 0 0 0 0
"11150" "FBgn0050126" 0 3 0 0 0 0 0
"11151" "FBgn0050127" 0 4 0 0 3 1 3
"11152" "FBgn0050145" 1 0 0 0 0 0 0
"11153" "FBgn0050147" 1354 2169 805 957 996 478 557
"11154" "FBgn0050148" 129 101 31 58 43 30 33
"11155" "FBgn0050151" 0 0 0 0 0 0 0
"11156" "FBgn0050154" 1 0 0 0 0 0 0
"11157" "FBgn0050155" 0 0 0 0 0 0 0
"11158" "FBgn0050156" 210 251 96 133 227 128 131
"11159" "FBgn0050157" 36 86 28 45 71 41 34
"11160" "FBgn0050158" 0 0 1 0 0 0 0
"11161" "FBgn0050159" 607 1078 403 416 895 458 519
"11162" "FBgn0050160" 0 0 0 0 0 0 0
"11163" "FBgn0050161" 3 4 3 0 5 2 3
"11164" "FBgn0050163" 7 6 2 3 6 0 3
"11165" "FBgn0050169" 262 422 127 130 403 103 127
"11166" "FBgn0050172" 2 3 0 0 0 0 2
"11167" "FBgn0050177" 0 2 0 0 1 0 0
"11168" "FBgn0050178" 8 16 6 2 10 3 7
"11169" "FBgn0050181" 2 5 5 4 5 2 5
"11170" "FBgn0050183" 372 577 241 244 535 274 297
"11171" "FBgn0050184" 67 47 21 37 71 37 56
"11172" "FBgn0050185" 455 704 222 291 875 414 424
"11173" "FBgn0050187" 1239 2065 751 790 2242 768 846
"11174" "FBgn0050192" 0 0 0 0 0 0 0
"11175" "FBgn0050194" 1 8 3 2 7 1 10
"11176" "FBgn0050195" 0 2 0 0 1 0 0
"11177" "FBgn0050196" 2 19 6 7 16 5 14
"11178" "FBgn0050197" 0 1 0 1 2 1 0
"11179" "FBgn0050198" 0 0 0 0 0 0 0
"11180" "FBgn0050199" 0 0 0 0 0 0 0
"11181" "FBgn0050200" 0 0 0 0 0 0 0
"11182" "FBgn0050201" 0 0 0 0 0 0 0
"11183" "FBgn0050202" 0 0 0 0 0 0 0
"11184" "FBgn0050203" 1 0 2 0 3 2 0
"11185" "FBgn0050206" 0 0 0 0 0 0 0
"11186" "FBgn0050208" 0 0 0 0 0 0 0
"11187" "FBgn0050209" 0 0 0 0 0 0 0
"11188" "FBgn0050211" 0 0 0 0 0 0 0
"11189" "FBgn0050212" 0 0 0 0 0 0 0
"11190" "FBgn0050215" 0 0 0 0 0 0 0
"11191" "FBgn0050217" 44 74 24 31 60 31 39
"11192" "FBgn0050218" 0 0 0 0 0 0 0
"11193" "FBgn0050220" 0 0 0 0 0 0 0
"11194" "FBgn0050222" 0 0 0 0 0 0 0
"11195" "FBgn0050223" 0 0 0 0 0 0 0
"11196" "FBgn0050225" 0 2 0 0 2 0 0
"11197" "FBgn0050227" 0 0 0 0 0 0 0
"11198" "FBgn0050229" 0 0 0 0 0 0 0
"11199" "FBgn0050231" 0 0 0 0 0 0 0
"11200" "FBgn0050232" 0 0 0 0 1 0 0
"11201" "FBgn0050234" 0 0 0 0 0 0 0
"11202" "FBgn0050235" 0 0 0 0 0 0 0
"11203" "FBgn0050237" 0 2 0 0 2 0 2
"11204" "FBgn0050238" 0 0 1 0 0 0 0
"11205" "FBgn0050239" 2 1 0 3 2 3 0
"11206" "FBgn0050240" 1 3 1 1 5 0 0
"11207" "FBgn0050241" 0 0 0 0 0 0 0
"11208" "FBgn0050249" 0 0 0 0 0 0 0
"11209" "FBgn0050250" 0 0 0 0 0 0 0
"11210" "FBgn0050251" 0 0 0 0 0 0 0
"11211" "FBgn0050254" 1 0 0 0 0 0 0
"11212" "FBgn0050257" 0 0 0 0 0 0 0
"11213" "FBgn0050259" 0 0 0 1 0 0 2
"11214" "FBgn0050260" 0 0 1 0 0 0 0
"11215" "FBgn0050263" 1 5 1 4 8 3 7
"11216" "FBgn0050265" 0 0 0 0 0 0 0
"11217" "FBgn0050268" 0 2 0 0 2 0 2
"11218" "FBgn0050269" 207 342 120 138 157 70 114
"11219" "FBgn0050271" 2 0 0 0 0 2 1
"11220" "FBgn0050272" 0 1 0 0 0 0 0
"11221" "FBgn0050273" 184 344 100 85 158 60 87
"11222" "FBgn0050274" 0 0 0 0 0 0 0
"11223" "FBgn0050275" 0 1 0 0 0 0 0
"11224" "FBgn0050277" 0 1 0 0 0 0 0
"11225" "FBgn0050278" 0 0 0 0 0 0 0
"11226" "FBgn0050279" 4 5 3 2 10 9 4
"11227" "FBgn0050280" 6 9 1 1 13 3 6
"11228" "FBgn0050281" 12 15 3 5 33 16 3
"11229" "FBgn0050284" 18 19 14 12 30 12 9
"11230" "FBgn0050285" 5 16 4 9 14 14 10
"11231" "FBgn0050286" 5 10 7 4 5 4 3
"11232" "FBgn0050287" 4 8 9 3 7 6 2
"11233" "FBgn0050288" 0 3 0 1 0 1 0
"11234" "FBgn0050289" 0 1 1 1 1 1 1
"11235" "FBgn0050290" 0 0 0 0 0 0 0
"11236" "FBgn0050291" 598 911 316 447 673 403 456
"11237" "FBgn0050293" 1 1 0 1 1 0 3
"11238" "FBgn0050295" 234 427 134 141 326 138 176
"11239" "FBgn0050296" 0 3 2 2 3 1 2
"11240" "FBgn0050297" 0 1 0 0 0 1 0
"11241" "FBgn0050298" 0 0 0 0 0 0 0
"11242" "FBgn0050299" 0 0 0 0 0 0 0
"11243" "FBgn0050316" 0 0 0 0 0 0 0
"11244" "FBgn0050321" 0 1 3 0 3 2 1
"11245" "FBgn0050323" 280 264 138 106 260 109 106
"11246" "FBgn0050324" 1 1 1 0 4 1 2
"11247" "FBgn0050325" 0 0 0 0 0 0 0
"11248" "FBgn0050326" 0 0 2 2 4 3 0
"11249" "FBgn0050333" 0 0 0 0 0 0 0
"11250" "FBgn0050334" 2 7 2 3 6 2 4
"11251" "FBgn0050338" 66 113 32 35 100 30 43
"11252" "FBgn0050339" 491 723 269 338 788 356 379
"11253" "FBgn0050340" 172 257 84 108 272 76 103
"11254" "FBgn0050342" 515 856 316 369 712 382 414
"11255" "FBgn0050343" 1 1 1 0 1 0 0
"11256" "FBgn0050344" 865 1162 450 522 941 388 447
"11257" "FBgn0050345" 93 103 53 56 78 33 56
"11258" "FBgn0050349" 1652 2695 877 1094 1729 921 1046
"11259" "FBgn0050350" 0 0 0 0 0 0 0
"11260" "FBgn0050354" 1 1 0 3 2 1 0
"11261" "FBgn0050355" 8 7 3 4 10 4 0
"11262" "FBgn0050356" 11 8 8 5 20 4 7
"11263" "FBgn0050357" 54 80 23 28 86 26 32
"11264" "FBgn0050359" 17 50 21 32 85 57 63
"11265" "FBgn0050360" 4 8 2 3 4 1 3
"11266" "FBgn0050361" 1 3 0 0 4 1 0
"11267" "FBgn0050362" 1 3 0 2 7 1 2
"11268" "FBgn0050363" 0 0 0 0 0 0 0
"11269" "FBgn0050364" 0 3 2 2 4 2 3
"11270" "FBgn0050365" 6 4 1 2 3 1 3
"11271" "FBgn0050366" 0 0 0 0 0 0 0
"11272" "FBgn0050369" 0 0 0 0 0 0 0
"11273" "FBgn0050371" 0 0 0 0 0 0 0
"11274" "FBgn0050372" 1711 2585 1065 1143 2500 1269 1327
"11275" "FBgn0050373" 278 403 124 195 313 174 201
"11276" "FBgn0050374" 2 8 0 1 2 1 5
"11277" "FBgn0050375" 0 0 0 0 0 0 0
"11278" "FBgn0050376" 0 0 0 0 0 0 0
"11279" "FBgn0050377" 6 23 14 19 11 13 11
"11280" "FBgn0050378" 2 2 1 0 1 1 1
"11281" "FBgn0050379" 0 0 0 0 0 1 0
"11282" "FBgn0050380" 1 0 0 0 0 0 0
"11283" "FBgn0050381" 160 216 60 87 171 114 120
"11284" "FBgn0050382" 0 0 0 0 0 0 1
"11285" "FBgn0050383" 97 78 35 44 158 50 59
"11286" "FBgn0050384" 0 0 0 0 1 0 0
"11287" "FBgn0050385" 0 0 0 0 0 0 0
"11288" "FBgn0050389" 3419 4694 1903 1865 4652 2567 2866
"11289" "FBgn0050390" 229 272 102 159 224 119 172
"11290" "FBgn0050391" 1 0 0 2 3 1 3
"11291" "FBgn0050392" 216 407 113 166 378 146 152
"11292" "FBgn0050393" 0 1 0 1 0 1 0
"11293" "FBgn0050394" 847 1215 432 462 1411 496 533
"11294" "FBgn0050395" 0 0 0 0 0 0 0
"11295" "FBgn0050398" 4 8 5 7 18 1 9
"11296" "FBgn0050401" 0 1 0 0 1 0 0
"11297" "FBgn0050403" 41 51 15 26 70 29 44
"11298" "FBgn0050404" 811 1258 416 446 1158 459 547
"11299" "FBgn0050406" 0 0 0 0 0 0 0
"11300" "FBgn0050407" 0 0 0 0 0 0 0
"11301" "FBgn0050409" 3 7 0 4 5 4 3
"11302" "FBgn0050410" 991 1328 568 785 1290 1012 958
"11303" "FBgn0050411" 0 0 0 0 0 0 0
"11304" "FBgn0050412" 0 0 0 0 0 0 0
"11305" "FBgn0050413" 11 10 2 2 10 5 2
"11306" "FBgn0050414" 80 130 41 55 138 76 67
"11307" "FBgn0050416" 0 0 0 0 1 0 0
"11308" "FBgn0050417" 0 0 0 0 1 0 0
"11309" "FBgn0050418" 6 5 6 2 2 7 4
"11310" "FBgn0050419" 0 1 0 0 0 0 1
"11311" "FBgn0050420" 239 457 142 177 345 145 168
"11312" "FBgn0050421" 1822 3059 1100 1185 2649 1339 1475
"11313" "FBgn0050423" 1297 1959 637 738 1530 671 863
"11314" "FBgn0050424" 3 11 6 5 18 8 8
"11315" "FBgn0050428" 168 265 78 63 257 61 79
"11316" "FBgn0050429" 0 0 0 0 0 0 0
"11317" "FBgn0050430" 0 0 0 0 0 0 0
"11318" "FBgn0050431" 3 1 1 1 2 0 2
"11319" "FBgn0050432" 1 0 0 1 0 0 0
"11320" "FBgn0050438" 239 354 145 166 422 163 160
"11321" "FBgn0050440" 288 401 117 93 463 90 100
"11322" "FBgn0050441" 2 0 0 0 2 0 0
"11323" "FBgn0050443" 286 418 174 211 399 203 244
"11324" "FBgn0050446" 11 16 9 6 12 4 6
"11325" "FBgn0050447" 0 0 0 0 0 0 0
"11326" "FBgn0050449" 0 0 0 0 1 0 0
"11327" "FBgn0050452" 0 0 0 0 1 0 0
"11328" "FBgn0050454" 0 0 0 0 0 0 0
